1.066187590000045038e-06,1.072274707431215148e+02
1.066200090001079293e-06,1.079830609644890984e+02
1.066212590002113547e-06,1.064569684686627369e+02
1.066225090003147802e-06,1.029059703096391303e+02
1.066237589997243163e-06,9.760966919093733907e+01
1.066250089998277417e-06,9.086945941705634766e+01
1.066262589999311672e-06,8.300650215954365763e+01
1.066275090000345926e-06,7.435783833355982608e+01
1.066287590001380181e-06,6.526994944728875225e+01
1.066300090002414436e-06,5.608935955329085488e+01
1.066312590003448690e-06,4.715026846412939676e+01
1.066325089997544051e-06,3.875969854687469507e+01
1.066337589998578306e-06,3.118116483914916870e+01
1.066350089999612560e-06,2.461834347313444482e+01
1.066362590000646815e-06,1.920050028085863403e+01
1.066375090001681070e-06,1.497145012437614753e+01
1.066387590002715324e-06,1.188350086452571119e+01
1.066400089996810685e-06,9.797233467017470332e+00
1.066412589997844940e-06,8.487201625349745981e+00
1.066425089998879194e-06,7.652875637225286631e+00
1.066437589999913449e-06,6.933582404649834885e+00
1.066450090000947704e-06,5.925930169919467083e+00
1.066462590001981958e-06,4.202293163611789062e+00
1.066475090003016213e-06,1.329326577770831630e+00
1.066487589997111574e-06,-3.113917175242002511e+00
1.066500089998145828e-06,-9.518018336714037630e+00
1.066512589999180083e-06,-1.822447210552960328e+01
1.066525090000214337e-06,-2.950484333015045024e+01
1.066537590001248592e-06,-4.353619397735386798e+01
1.066550090002282847e-06,-6.037138144731741107e+01
1.066562590003317101e-06,-7.990363854322490056e+01
1.066575089997412462e-06,-1.018265292198007899e+02
1.066587589998446717e-06,-1.255931538863570864e+02
1.066600089999480971e-06,-1.503823557423852719e+02
1.066612590000515226e-06,-1.750840933094993659e+02
1.066625090001549481e-06,-1.983195675830469327e+02
1.066637590002583735e-06,-2.185115078126287642e+02
1.066650089996679096e-06,-2.340131952894019776e+02
1.066662589997713351e-06,-2.432898154562352886e+02
1.066675089998747605e-06,-2.451252031890442140e+02
1.066687589999781860e-06,-2.388090366922398573e+02
1.066700090000816115e-06,-2.242547720266468048e+02
1.066712590001850369e-06,-2.020136101744042776e+02
1.066725090002884624e-06,-1.731805461117448885e+02
1.066737589996979985e-06,-1.392211981330586639e+02
1.066750089998014239e-06,-1.017675436467865353e+02
1.066762589999048494e-06,-6.243021514766085289e+01
1.066775090000082749e-06,-2.265911761197608598e+01
1.066787590001117003e-06,1.633673005192808603e+01
1.066800090002151258e-06,5.361595781764705038e+01
1.066812590003185512e-06,8.849276870875729628e+01
1.066825089997280873e-06,1.205021066143884525e+02
1.066837589998315128e-06,1.493553721653584603e+02
1.066850089999349382e-06,1.748957250792052207e+02
1.066862590000383637e-06,1.970580355751335446e+02
1.066875090001417892e-06,2.158356034340351357e+02
1.066887590002452146e-06,2.312539229946116279e+02
1.066900090003486401e-06,2.433508116512544177e+02
1.066912589997581762e-06,2.521618507625885286e+02
1.066925089998616016e-06,2.577100697272644538e+02
1.066937589999650271e-06,2.599989704347258339e+02
1.066950090000684526e-06,2.590082424543328443e+02
1.066962590001718780e-06,2.546918110317781156e+02
1.066975090002753035e-06,2.469781754080914311e+02
1.066987589996848396e-06,2.357733363822324577e+02
1.067000089997882650e-06,2.209669903832661362e+02
1.067012589998916905e-06,2.024430870610401030e+02
1.067025089999951160e-06,1.800962923368698227e+02
1.067037590000985414e-06,1.538563071714001751e+02
1.067050090002019669e-06,1.237222157699504663e+02
1.067062590003053923e-06,8.980879094267932317e+01
1.067075089997149284e-06,5.240549846789724597e+01
1.067087589998183539e-06,1.204616390028360051e+01
1.067100089999217793e-06,-3.041778388425218793e+01
1.067112590000252048e-06,-7.375513031504317496e+01
1.067125090001286303e-06,-1.163273386068251227e+02
1.067137590002320557e-06,-1.561260234160959044e+02
1.067150090003354812e-06,-1.909040179568066833e+02
1.067162589997450173e-06,-2.184111578962061913e+02
1.067175089998484427e-06,-2.367107240466722828e+02
1.067187589999518682e-06,-2.445096671757800380e+02
1.067200090000552937e-06,-2.414082104856331341e+02
1.067212590001587191e-06,-2.279854342576130932e+02
1.067225090002621446e-06,-2.056902929201735049e+02
1.067237589996716807e-06,-1.765769582145392462e+02
1.067250089997751061e-06,-1.429717830664422706e+02
1.067262589998785316e-06,-1.071645274824602865e+02
1.067275089999819571e-06,-7.118553622757121957e+01
1.067287590000853825e-06,-3.668762358027753834e+01
1.067300090001888080e-06,-4.918203645214521025e+00
1.067312590002922335e-06,2.324801132919624891e+01
1.067325089997017695e-06,4.724574587754770505e+01
1.067337589998051950e-06,6.674803354632437902e+01
1.067350089999086205e-06,8.160109447740542521e+01
1.067362590000120459e-06,9.177191008853336029e+01
1.067375090001154714e-06,9.731053706004209403e+01
1.067387590002188968e-06,9.832673633665876878e+01
1.067400090003223223e-06,9.497948506589928286e+01
1.067412589997318584e-06,8.747770510418658318e+01
1.067425089998352838e-06,7.609055747176763873e+01
1.067437589999387093e-06,6.116554583711073434e+01
1.067450090000421348e-06,4.315218402492791938e+01
1.067462590001455602e-06,2.262795515948049641e+01
1.067475090002489857e-06,3.217069682697514810e-01
1.067487590003524112e-06,-2.287227642564449326e+01
1.067500089997619472e-06,-4.589790021785388774e+01
1.067512589998653727e-06,-6.756723267430950841e+01
1.067525089999687982e-06,-8.662311645202750299e+01
1.067537590000722236e-06,-1.018347486471597847e+02
1.067550090001756491e-06,-1.121173234930752614e+02
1.067562590002790746e-06,-1.166567024336633267e+02
1.067575089996886106e-06,-1.150132808742879007e+02
1.067587589997920361e-06,-1.071799950680025120e+02
1.067600089998954616e-06,-9.357924386998925570e+01
1.067612589999988870e-06,-7.499940580129748469e+01
1.067625090001023125e-06,-5.248725822672579255e+01
1.067637590002057379e-06,-2.722175720707375390e+01
1.067650090003091634e-06,-3.946976121466218013e-01
1.067662589997186995e-06,2.688345408354632582e+01
1.067675089998221249e-06,5.364443966519307594e+01
1.067687589999255504e-06,7.909068791142449584e+01
1.067700090000289759e-06,1.025978898962849826e+02
1.067712590001324013e-06,1.237002056802735694e+02
1.067725090002358268e-06,1.420661105008683194e+02
1.067737590003392523e-06,1.574710845487977906e+02
1.067750089997487883e-06,1.697712719567619217e+02
1.067762589998522138e-06,1.788804508118891476e+02
