1.038900090004346577e-06,-2.113803340255886098e+01
1.038912590005380832e-06,-1.177267178619299060e+01
1.038925090006415086e-06,-2.478844943501004039e+00
1.038937590000510447e-06,6.619067825198496458e+00
1.038950090001544702e-06,1.541027436178518784e+01
1.038962590002578956e-06,2.379794091897589325e+01
1.038975090003613211e-06,3.169897353843692756e+01
1.038987590004647465e-06,3.904336362911238467e+01
1.039000090005681720e-06,4.577324066917945800e+01
1.039012589999777081e-06,5.184175645342405403e+01
1.039025090000811335e-06,5.721190322464486400e+01
1.039037590001845590e-06,6.185534605800346242e+01
1.039050090002879845e-06,6.575132923831534981e+01
1.039062590003914099e-06,6.888569835970395161e+01
1.039075090004948354e-06,7.125006602934362832e+01
1.039087590005982609e-06,7.284113774629483373e+01
1.039100090000077969e-06,7.366020516423984077e+01
1.039112590001112224e-06,7.371280912875195668e+01
1.039125090002146479e-06,7.300856908005886226e+01
1.039137590003180733e-06,7.156117208348119618e+01
1.039150090004214988e-06,6.938851225472174633e+01
1.039162590005249243e-06,6.651296713167310770e+01
1.039175090006283497e-06,6.296179454809595910e+01
1.039187590000378858e-06,5.876762856245462530e+01
1.039200090001413113e-06,5.396904762518084198e+01
1.039212590002447367e-06,4.861118070549092351e+01
1.039225090003481622e-06,4.274630921787579751e+01
1.039237590004515877e-06,3.643441356304214196e+01
1.039250090005550131e-06,2.974360372961375276e+01
1.039262590006584386e-06,2.275036511566569430e+01
1.039275090000679747e-06,1.553954461701255596e+01
1.039287590001714001e-06,8.203999878348046337e+00
1.039300090002748256e-06,8.438382855863693077e-01
1.039312590003782510e-06,-6.434815720847824494e+00
1.039325090004816765e-06,-1.352156488585875493e+01
1.039337590005851020e-06,-2.030400399003294609e+01
1.039350089999946380e-06,-2.667047240957230514e+01
1.039362590000980635e-06,-3.251321389842431131e+01
1.039375090002014890e-06,-3.773181262294819049e+01
1.039387590003049144e-06,-4.223672631435500335e+01
1.039400090004083399e-06,-4.595270248741324082e+01
1.039412590005117654e-06,-4.882184423056098410e+01
1.039425090006151908e-06,-5.080609736811528876e+01
1.039437590000247269e-06,-5.188896152725352096e+01
1.039450090001281524e-06,-5.207628209909363903e+01
1.039462590002315778e-06,-5.139605360753669316e+01
1.039475090003350033e-06,-4.989724653869980386e+01
1.039487590004384288e-06,-4.764775077784875634e+01
1.039500090005418542e-06,-4.473159611823388104e+01
1.039512590006452797e-06,-4.124565774384765149e+01
1.039525090000548158e-06,-3.729607714769313986e+01
1.039537590001582412e-06,-3.299462530044766595e+01
1.039550090002616667e-06,-2.845520999401783868e+01
1.039562590003650921e-06,-2.379068878869779624e+01
1.039575090004685176e-06,-1.911009949072550640e+01
1.039587590005719431e-06,-1.451637031112971066e+01
1.039600089999814791e-06,-1.010452507545478085e+01
1.039612590000849046e-06,-5.960361480134578116e+00
1.039625090001883301e-06,-2.159552789719265231e+00
1.039637590002917555e-06,1.232894351581012460e+00
1.039650090003951810e-06,4.162900516655192895e+00
1.039662590004986065e-06,6.587367458013798860e+00
1.039675090006020319e-06,8.474094204640906014e+00
1.039687590000115680e-06,9.801613727173183577e+00
